customerID,churn_probability,risk_band,recommended_action
2239-cgbuz,0.153,Low,No action required
0854-uyhzd,0.0659,Low,No action required
7243-lcggz,0.6398,Medium,Send personalized engagement email
8267-kfgyd,0.6406,Medium,Send personalized engagement email
4890-vmuav,0.1836,Low,No action required
9261-wdcaf,0.5952,Medium,Send personalized engagement email
3764-mnmoi,0.028,Low,No action required
7442-ygzfk,0.7289,High,Offer retention discount immediately
0420-bwtpw,0.3576,Low,No action required
8229-bujhx,0.0291,Low,No action required
7449-hvpiv,0.448,Medium,Send personalized engagement email
5504-wsiur,0.1339,Low,No action required
8183-onmxc,0.7841,High,Offer retention discount immediately
8466-pzblh,0.2709,Low,No action required
9614-rmgha,0.4683,Medium,Send personalized engagement email
8735-ijjeg,0.3924,Low,No action required
0564-muuqk,0.6666,Medium,Send personalized engagement email
5054-iexzt,0.9024,High,Offer retention discount immediately
5834-aspwa,0.9116,High,Offer retention discount immediately
0701-rfgfi,0.5857,Medium,Send personalized engagement email
0019-efaep,0.1119,Low,No action required
5619-ptmik,0.434,Medium,Send personalized engagement email
3737-xbqdd,0.5661,Medium,Send personalized engagement email
5882-cmazq,0.5249,Medium,Send personalized engagement email
5846-qfdfi,0.4985,Medium,Send personalized engagement email
4445-kwokw,0.1884,Low,No action required
3511-appbj,0.4779,Medium,Send personalized engagement email
7967-hycde,0.6641,Medium,Send personalized engagement email
2430-rryuw,0.1282,Low,No action required
3948-xhgna,0.3705,Low,No action required
3723-bfbgr,0.4022,Medium,Send personalized engagement email
0565-iycgt,0.0917,Low,No action required
5447-wzafp,0.4207,Medium,Send personalized engagement email
5110-chopy,0.1966,Low,No action required
5445-utodq,0.852,High,Offer retention discount immediately
4425-owhwb,0.0799,Low,No action required
7892-qvykw,0.5874,Medium,Send personalized engagement email
9675-icxct,0.1034,Low,No action required
1024-vrzhf,0.7881,High,Offer retention discount immediately
4703-mqykt,0.0673,Low,No action required
9497-qcmms,0.9338,High,Offer retention discount immediately
5692-icxlw,0.7257,High,Offer retention discount immediately
0602-dduml,0.1047,Low,No action required
2208-mpxio,0.056,Low,No action required
1960-uycnn,0.8672,High,Offer retention discount immediately
0348-sdkol,0.5925,Medium,Send personalized engagement email
3190-fzatl,0.2027,Low,No action required
7336-rllrh,0.1445,Low,No action required
4373-mavjg,0.7216,High,Offer retention discount immediately
8901-hjxtf,0.3794,Low,No action required
7710-jsyoa,0.1354,Low,No action required
5419-klxbn,0.605,Medium,Send personalized engagement email
3424-nmnbo,0.4748,Medium,Send personalized engagement email
9885-mfvsu,0.1318,Low,No action required
4514-gfcfi,0.7969,High,Offer retention discount immediately
0607-mvmgc,0.1564,Low,No action required
3365-saigs,0.7683,High,Offer retention discount immediately
9828-aoqlm,0.7921,High,Offer retention discount immediately
8022-becsi,0.0673,Low,No action required
8000-reiqb,0.9139,High,Offer retention discount immediately
9993-lhieb,0.1019,Low,No action required
0266-clzkz,0.3308,Low,No action required
7615-esmyf,0.6776,Medium,Send personalized engagement email
3858-vobet,0.6814,Medium,Send personalized engagement email
7020-ozkxz,0.7064,High,Offer retention discount immediately
3977-qcrsl,0.2896,Low,No action required
0017-dinoc,0.1513,Low,No action required
1447-pjgga,0.4063,Medium,Send personalized engagement email
8565-clbzw,0.6247,Medium,Send personalized engagement email
9139-wqqdy,0.3588,Low,No action required
0224-hjapt,0.6043,Medium,Send personalized engagement email
8086-ovpwv,0.858,High,Offer retention discount immediately
9430-frqoc,0.8406,High,Offer retention discount immediately
7639-oplng,0.0989,Low,No action required
3074-gqwyx,0.7836,High,Offer retention discount immediately
1492-qgclu,0.4432,Medium,Send personalized engagement email
6845-rgtys,0.6801,Medium,Send personalized engagement email
7328-owmom,0.0478,Low,No action required
4418-lzmsv,0.3575,Low,No action required
5155-azqpb,0.2681,Low,No action required
8861-hggkb,0.783,High,Offer retention discount immediately
1087-gruyi,0.0536,Low,No action required
7065-yunry,0.7368,High,Offer retention discount immediately
7694-vlbwq,0.3624,Low,No action required
2546-kzaat,0.1517,Low,No action required
0181-ritdd,0.2152,Low,No action required
5989-pgkjb,0.7774,High,Offer retention discount immediately
4795-ktrth,0.8612,High,Offer retention discount immediately
8272-onjlv,0.4702,Medium,Send personalized engagement email
1488-pbljn,0.1138,Low,No action required
0308-giqjt,0.1373,Low,No action required
3778-foaqw,0.0539,Low,No action required
4452-rohmo,0.0715,Low,No action required
6481-ogdoo,0.1375,Low,No action required
3090-letty,0.5891,Medium,Send personalized engagement email
5349-azpew,0.4195,Medium,Send personalized engagement email
3753-tsemp,0.6576,Medium,Send personalized engagement email
8305-vhzbz,0.6351,Medium,Send personalized engagement email
9720-jjjor,0.1736,Low,No action required
8100-hzzlj,0.5206,Medium,Send personalized engagement email
8775-erlnb,0.8952,High,Offer retention discount immediately
8309-ieyjd,0.8563,High,Offer retention discount immediately
9172-jitsm,0.7324,High,Offer retention discount immediately
6298-qdfnh,0.7563,High,Offer retention discount immediately
7398-hpyzq,0.0678,Low,No action required
3546-gheae,0.0809,Low,No action required
7361-ypxfs,0.3335,Low,No action required
6557-bzxlq,0.6777,Medium,Send personalized engagement email
2550-qhzgp,0.0809,Low,No action required
7519-jtwqh,0.3372,Low,No action required
2538-oimxf,0.6056,Medium,Send personalized engagement email
8543-msdmf,0.825,High,Offer retention discount immediately
9961-jbnmk,0.7247,High,Offer retention discount immediately
1170-sasml,0.4609,Medium,Send personalized engagement email
4872-jcvca,0.0843,Low,No action required
5346-bzchp,0.0449,Low,No action required
2038-llmlm,0.7073,High,Offer retention discount immediately
6173-itpwd,0.5447,Medium,Send personalized engagement email
9734-uyxqi,0.7786,High,Offer retention discount immediately
1216-bgtsp,0.6055,Medium,Send personalized engagement email
4138-naxed,0.477,Medium,Send personalized engagement email
2189-uxtky,0.7118,High,Offer retention discount immediately
0744-bikkf,0.0483,Low,No action required
7483-iqwib,0.6669,Medium,Send personalized engagement email
5248-kwlar,0.101,Low,No action required
4958-gzwiy,0.524,Medium,Send personalized engagement email
7996-mhxlw,0.0615,Low,No action required
7833-pkihd,0.1626,Low,No action required
7061-ovmim,0.0511,Low,No action required
5153-rthkf,0.5825,Medium,Send personalized engagement email
1852-qswcd,0.0492,Low,No action required
4832-vrbmr,0.3722,Low,No action required
9079-lwtfd,0.5268,Medium,Send personalized engagement email
6356-elrkd,0.9302,High,Offer retention discount immediately
8624-giout,0.38,Low,No action required
3392-ehmnk,0.2049,Low,No action required
5986-wwxdv,0.0541,Low,No action required
3061-bckyi,0.2232,Low,No action required
6179-gjpso,0.6327,Medium,Send personalized engagement email
7901-tbkjx,0.6664,Medium,Send personalized engagement email
7228-paqpd,0.1744,Low,No action required
3177-lasxd,0.8655,High,Offer retention discount immediately
7746-qyvco,0.2,Low,No action required
5804-hyiez,0.6429,Medium,Send personalized engagement email
9919-fzded,0.0483,Low,No action required
5934-tssau,0.5247,Medium,Send personalized engagement email
3486-khmli,0.2686,Low,No action required
4897-qsuyc,0.6351,Medium,Send personalized engagement email
1084-uqchv,0.8357,High,Offer retention discount immediately
8290-ywkhz,0.7257,High,Offer retention discount immediately
2955-bjzhg,0.6349,Medium,Send personalized engagement email
3806-dxqom,0.6904,Medium,Send personalized engagement email
6784-xyjae,0.1981,Low,No action required
3933-dqpwx,0.1295,Low,No action required
6661-eipzc,0.309,Low,No action required
8957-thmoa,0.05,Low,No action required
2251-pylpb,0.0478,Low,No action required
5555-rnpgt,0.3382,Low,No action required
1057-foglz,0.21,Low,No action required
9300-rendd,0.9235,High,Offer retention discount immediately
0761-aetcs,0.6795,Medium,Send personalized engagement email
8087-lgyhq,0.8612,High,Offer retention discount immediately
4137-btikl,0.8109,High,Offer retention discount immediately
2190-bcxec,0.5634,Medium,Send personalized engagement email
6227-fbdxh,0.2378,Low,No action required
2153-mrefk,0.5095,Medium,Send personalized engagement email
2911-wdxmv,0.618,Medium,Send personalized engagement email
7206-pqbbz,0.7853,High,Offer retention discount immediately
3106-ulwfw,0.8127,High,Offer retention discount immediately
0925-vydlg,0.7535,High,Offer retention discount immediately
4547-fzjwe,0.1111,Low,No action required
7422-wnbty,0.6639,Medium,Send personalized engagement email
0842-iwycp,0.3317,Low,No action required
3521-htqtv,0.1311,Low,No action required
3744-zbhon,0.3854,Low,No action required
3373-diuun,0.0535,Low,No action required
8383-sghju,0.1895,Low,No action required
7607-qkktj,0.338,Low,No action required
7707-pybbh,0.3686,Low,No action required
8984-hpemb,0.1993,Low,No action required
4349-gfqhk,0.7549,High,Offer retention discount immediately
4139-detxs,0.0482,Low,No action required
9779-dpnej,0.7484,High,Offer retention discount immediately
9805-filkb,0.056,Low,No action required
5793-yoljn,0.0437,Low,No action required
0673-iguqo,0.5832,Medium,Send personalized engagement email
4123-fcvcb,0.2057,Low,No action required
8819-imisp,0.6901,Medium,Send personalized engagement email
7802-efkny,0.6631,Medium,Send personalized engagement email
8311-ueuab,0.2158,Low,No action required
5858-eafcz,0.6847,Medium,Send personalized engagement email
8035-buyvg,0.2547,Low,No action required
1163-onyey,0.5334,Medium,Send personalized engagement email
9787-xvqiu,0.9116,High,Offer retention discount immediately
8945-muquf,0.4086,Medium,Send personalized engagement email
5656-mjefc,0.1097,Low,No action required
6082-oqfba,0.053,Low,No action required
8051-hjrlt,0.9139,High,Offer retention discount immediately
8974-ovacp,0.5832,Medium,Send personalized engagement email
4010-ylmvt,0.6074,Medium,Send personalized engagement email
1379-frveb,0.7853,High,Offer retention discount immediately
8612-gxidd,0.0982,Low,No action required
6288-chqjb,0.1247,Low,No action required
8160-howox,0.6618,Medium,Send personalized engagement email
3023-gflbr,0.5209,Medium,Send personalized engagement email
6648-inwps,0.2431,Low,No action required
4223-bkeor,0.1488,Low,No action required
4079-vtglk,0.2055,Low,No action required
1763-wqfuk,0.6782,Medium,Send personalized engagement email
1391-ubdar,0.6927,Medium,Send personalized engagement email
8894-jvdcv,0.3211,Low,No action required
2023-vqfdl,0.1413,Low,No action required
1345-gkdzz,0.2373,Low,No action required
2014-mkgmh,0.5143,Medium,Send personalized engagement email
5628-fcgyg,0.7731,High,Offer retention discount immediately
2560-wbwxf,0.0615,Low,No action required
0248-ipdfw,0.8211,High,Offer retention discount immediately
7978-dkuqh,0.6814,Medium,Send personalized engagement email
4335-upjsi,0.053,Low,No action required
0524-iavzo,0.7061,High,Offer retention discount immediately
2737-yngyw,0.7841,High,Offer retention discount immediately
1784-ezdkj,0.4817,Medium,Send personalized engagement email
9297-fvvdh,0.133,Low,No action required
8007-yypwd,0.0916,Low,No action required
7101-hrblj,0.0382,Low,No action required
5159-yfpkq,0.8395,High,Offer retention discount immediately
6635-cpnun,0.5433,Medium,Send personalized engagement email
4021-rqsny,0.7849,High,Offer retention discount immediately
5453-ybtwv,0.1795,Low,No action required
5039-lzrqt,0.067,Low,No action required
2931-vuvjn,0.3719,Low,No action required
9061-tihda,0.8661,High,Offer retention discount immediately
8699-asufo,0.7611,High,Offer retention discount immediately
6418-piqsp,0.1098,Low,No action required
8220-ocufy,0.2737,Low,No action required
3995-wfcsm,0.6825,Medium,Send personalized engagement email
1895-qtkdo,0.6847,Medium,Send personalized engagement email
2038-oeqzh,0.7961,High,Offer retention discount immediately
1178-pzgab,0.0631,Low,No action required
7927-auxbz,0.5774,Medium,Send personalized engagement email
2626-veewg,0.0496,Low,No action required
2878-rmwxy,0.1278,Low,No action required
1657-dymbm,0.055,Low,No action required
7311-mqjch,0.092,Low,No action required
7375-wmvmt,0.1381,Low,No action required
1136-xgequ,0.1016,Low,No action required
2530-fmfxo,0.4586,Medium,Send personalized engagement email
6844-dzkrf,0.6919,Medium,Send personalized engagement email
4695-wjzue,0.8734,High,Offer retention discount immediately
7619-odsgn,0.4168,Medium,Send personalized engagement email
5970-ghjaw,0.0507,Low,No action required
8879-xuahx,0.1993,Low,No action required
3689-mozgr,0.5128,Medium,Send personalized engagement email
4195-pngzs,0.0446,Low,No action required
5003-xzwwo,0.0678,Low,No action required
3988-rqixo,0.9338,High,Offer retention discount immediately
7622-fwgew,0.0976,Low,No action required
6922-ncedi,0.0482,Low,No action required
2514-ginmm,0.9235,High,Offer retention discount immediately
9891-nqdbd,0.0766,Low,No action required
6131-iunxn,0.18,Low,No action required
8548-awofc,0.3934,Low,No action required
9798-dryds,0.1918,Low,No action required
8532-uefwh,0.0616,Low,No action required
6296-ddoor,0.2426,Low,No action required
7951-vrdvk,0.153,Low,No action required
5931-fljjf,0.7298,High,Offer retention discount immediately
4815-yosuk,0.0799,Low,No action required
2659-vxmwz,0.2671,Low,No action required
0380-neavx,0.4943,Medium,Send personalized engagement email
3207-oybwh,0.5657,Medium,Send personalized engagement email
4285-gyrqc,0.8648,High,Offer retention discount immediately
7216-ewtrs,0.9445,High,Offer retention discount immediately
4365-msdyn,0.3005,Low,No action required
7036-tydec,0.3525,Low,No action required
5802-adbrc,0.4892,Medium,Send personalized engagement email
8076-fezkj,0.0806,Low,No action required
5197-ypybz,0.0909,Low,No action required
8337-mssxb,0.7847,High,Offer retention discount immediately
4312-gvynh,0.1148,Low,No action required
8495-ljdfo,0.455,Medium,Send personalized engagement email
0839-jtcud,0.0911,Low,No action required
5494-wozrz,0.0538,Low,No action required
1302-uhbdd,0.7387,High,Offer retention discount immediately
2234-eofpt,0.0477,Low,No action required
8619-ijndk,0.0586,Low,No action required
8378-lkjaf,0.6347,Medium,Send personalized engagement email
8182-bjdsi,0.7121,High,Offer retention discount immediately
2528-hfyzx,0.761,High,Offer retention discount immediately
1153-gnolc,0.2631,Low,No action required
3298-qeica,0.1283,Low,No action required
0788-dxbfy,0.0833,Low,No action required
3597-yaszg,0.3837,Low,No action required
3496-lfszu,0.7535,High,Offer retention discount immediately
5242-uowhd,0.0507,Low,No action required
